Title,Comment,publishedTimeText
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Matt Watson please discuss the in-depth review of the Esemka car. Car manufacturer from Indonesia which debuted in 2007 until now. Because I want to make a discussion about Esemka's car Esemka factory located in Boyolali, Central Java

Thank You",3 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"So a drawback is not being able to comfortably get three adult men in the back. Mmm. I see these as a second car, mainly aimed at female drivers, either single or with young kids. I feel a lot of the criticism is pointless.",3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,the funniest review ever lol,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,5:05 Stop tryna put us off from buying the car ??????,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,We need a new English small car like MG or Rover!,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,I really like the look of it. But watching Matt try and sit on the back just shows why they stopped bringing these to America. I'm smaller than Matt and even I wouldn't be fine with that space. It's just not practical.,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"I like the body,but the petrol engines,damn it Ford,1.0 litre engine,i know,euro 6,hybrid,bla bla bla,still too damn small engine on it,the 1.5turbo is for the ST so too expensive.",3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,https://youtu.be/xZ3HrRDM-XM,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,How the hell this is the best selling hatchback car in the UK i'll never know.,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,They should of left the old rear lights In,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"I have the 1.1 version, and granted yeah it's a bit slow however it's perfectly fun for town driving and fuel economy has been great",3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,2008 fiesta is the best model ever from fiesta! The quality materials inside and the exterior in front is amazing.,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,I feel like the fiesta is one of the only 'small cars' that's actually small,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Fiesta is now ¡ê16,640, an increase or ¡ê3500 in less than 3 years, and they wonder why no one buys new cars",3 years ago
2019 Ford Fiesta SE,Do you still like it?,1 year ago
2019 Ford Fiesta SE,?@TheSpiritRoom23? Yes I do and it has been a really good first car for affordability and gas price. I never spend over $40 on gasoline.,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I am VERY impressed that the lil car didn't hydrolock,8 months ago (edited)
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Top gear got coconut malled,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"13 years later, this is still a masterpiece!",8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,In russia the same real life. This is fake.,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Why did the shopping centre approve of this and thought this was a good idea¡­??,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Didn¡¯t know the royale marines do drive-bys 7:10,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Goes to show how incredibly big those shopping centers actually are! ??,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,3:58 win a car??,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,??,8 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,1:09 Mario Kart Wii Coconut Mall Be Like:,8 months ago (edited)
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,???,9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,""" carry on , there's a plucky chap"" ...I miss Clarkson,Hamster and Mrs May",9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Maniacs,9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Between all the gunfire, military footage and Ford Fiesta montage shots

I feel like I just got done watching a Michael Bay's Transformers movie",9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This has to be the best way to review a boring car,9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The dream of every kid in a mall,9 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Its Coconut mall,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That was a pretty good quality American add.,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"This is a perfect representation of top gear. This review includes 4 parts:
1. Insanity
2. Slightly insane
3. Mostly reasonable
4. Insanity",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I want to know how in the hell they did not hydrolock that car.,10 months ago
2019 Ford Fiesta: Review,Nope ??,3 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"§®§Ñ§ä§Ö§â?§Ñ§Ý§Ú §Ó §ã§Ñ§Ý§à§ß? Fiesta §ß§Ñ §Ó§Ú§Ô§Ý§ñ§Õ §Ò?§Ý§î§ê §á§â§Ú?§Þ§ß? §ä§Ñ §Õ§à§â§à§Ô?, §Ñ§Ý§Ö §Õ§Ú§Ù§Ñ§Û§ß §ä§à§â§á§Ö§Õ§à §å Golf §Õ§å§Ø§Ö §ã§å§é§Ñ§ã§ß§Ú§Û",1 year ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Yeah it's good but pretty generic/boring as well if you ask me.,1 year ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,The best year. Congrats!,3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,Nice Rob!,3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"You got a good deal. I paid quite a bit more for my '17, but I'm not complaining. It's a great car, period.",3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,Yeah.. when did you buy? Because I was looking a few months pre pandemic and they wanted $25000+  for one......$16500??!!!,3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"?@nightmaster6381? July 2019. Dealers wanted all the Fiestas, Focus, Fusions, and Taurus off the lots because they discontinued",3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"?@The_Draque? it's crazy I see so many comments of low prices. They were trying to tell me it was worth $25000 in December 2019 because it's the last of a legend....I'm like you dont sell cars anymore because people want trucks, and obviously nobody but me wants this car. They of course ""couldn't"" go down on the price so I walked. And of course they reached out to me as the pandemic broke lol",3 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"The icing on the cake of this review is that, through all the silliness, there are still snippets of genuinely helpful and honest commentary: ""The instruments are really sharp"" ""Excellent range on full beam"". Jeremy cared.",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"I wonder who had more fun, Jeremy hanging out with the Marines or the Marines hanging out with Jeremy?",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Hahaha... that's awesome.... ????????,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"normal car reviews : we a pair of cup holders, easy access for you to store your drinks

Top Gear : the smoke grenades fits perfectly in the cup holder",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The fact it¡¯s not been hydro locked after that drop into the ocean is brilliant,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,that corvette became a mustang,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Blues Brothers anyone ??,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Top Gear: They answer the questions we want to ask, even if it never occurred to us to even remotely do so.",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The germans just see a fiesta comming and run away ??,10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Instead of tanks they should use festas
??",10 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,what song starts at 01:06?,11 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"That Corvette driver was having a blast, you can literally see he was messing around, a pretty exceptional driver if you look a little closer.",11 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,????????,11 months ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Somehow I completely forgot about the amphibious assault part,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,YOU STOLE MY FORD FIESTA!!!!!!!!,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,¡°Coconut mall theme song commences¡±,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,2:48,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Half of those retailers don't exist anymore...,1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"if that ain't a good Ford advertisement, then i don't know",1 year ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,7:11 clarkson now is able to become a rapper by putting driveby shooting in his lyrics,1 year ago
2019 Ford Fiesta: Review,Just love cars sorry ??,3 years ago
2019 Ford Fiesta SE,"I just found one for 14,000 with 23,000 miles with one owner you think that¡¯s a good deal",2 years ago
2019 Ford Fiesta SE,"I¡¯m paying 18k for a 2018 with 20,000 miles ?? I¡¯m loving it though!",2 years ago (edited)
2019 Ford Fiesta SE,?@erickagarcia1853? seems new it shouldn't have been 18 more like 15,2 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,You - not funny,2 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,STDiesel,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Well great, because he just showed the world the right way to call it",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@johnpatricklim4509? ENESHAAL D!!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Damn me neither. CURSE YOU JAMES!!!!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@rklos11? ST stands for small turbo ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Ssssst,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@lamborghinigaming8912? you mean Honda Civic XL?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@wuhan827? no I have a honda crv and I want them to do a up to speed on it,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@lamborghinigaming8912? I doubt they are going to make a video on a car like that.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Yes ST as stated by Jeremy Clarkson, Sanitary Towel",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@richardpagatpat9789? yep,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Amiel Espenilla only in America, in Europe they just got the new generation",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Just little request..can you guys make video of proton or at least proton iriz pleasssseee...,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Adrian Bene it took me about 3 seconds to get out but when I did... I echo this comment,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@khairilzairi1866? bro¡­ proton? Are you for real??? They are literally POS!!!!!!,1 year ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Diesel version anyone?,10 months ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Fordst!,6 months ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Sports Technologies actually . ??@TimmahST?,5 months ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,Do you mean the ¡°ssssta¡±,1 month ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,vs seat ibitza? or opel corsa D?,3 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,i have the fiesta love that car,3 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Very interesting and informative - shame about the lack of 'T's.,3 years ago
